,label,text,text_clean,remove_stop
2043,ham,"Aight fuck it, I'll get it later","['Aight', 'fuck', 'it', 'Ill', 'get', 'it', 'later']","['Aight', 'fuck', 'Ill', 'get', 'later']"
2044,ham,No de. But call me after some time. Ill tell you k,"['No', 'de', 'But', 'call', 'me', 'after', 'some', 'time', 'Ill', 'tell', 'you', 'k']","['No', 'de', 'But', 'call', 'time', 'Ill', 'tell', 'k']"
2045,ham,So dont use hook up any how,"['So', 'dont', 'use', 'hook', 'up', 'any', 'how']","['So', 'dont', 'use', 'hook']"
2046,ham,How much is blackberry bold2 in nigeria.,"['How', 'much', 'is', 'blackberry', 'bold2', 'in', 'nigeria']","['How', 'much', 'blackberry', 'bold2', 'nigeria']"
2047,ham,Hi where you. You in home or calicut?,"['Hi', 'where', 'you', 'You', 'in', 'home', 'or', 'calicut']","['Hi', 'You', 'home', 'calicut']"
2048,ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,"['Hey', 'darlin', 'i', 'can', 'pick', 'u', 'up', 'at', 'college', 'if', 'u', 'tell', 'me', 'wen', 'where', '2', 'mt', 'love', 'Pete', 'xx']","['Hey', 'darlin', 'pick', 'u', 'college', 'u', 'tell', 'wen', '2', 'mt', 'love', 'Pete', 'xx']"
2049,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!","['Call', '09094100151', 'to', 'use', 'ur', 'mins', 'Calls', 'cast', '10pmin', 'mob', 'vary', 'Service', 'provided', 'by', 'AOM', 'just', 'GBP5month', 'AOM', 'Box61M60', '1ER', 'until', 'u', 'stop', 'Ages', '18', 'only']","['Call', '09094100151', 'use', 'ur', 'mins', 'Calls', 'cast', '10pmin', 'mob', 'vary', 'Service', 'provided', 'AOM', 'GBP5month', 'AOM', 'Box61M60', '1ER', 'u', 'stop', 'Ages', '18']"
2050,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...","['Oh', 'I', 'was', 'thkin', 'of', 'goin', 'yogasana', 'at', '10', 'den', 'no', 'nd', 'to', 'go', 'at', '3', 'den', 'can', 'rush', 'to', 'parco', '4', 'nb', 'Okie', 'lor', 'u', 'call', 'me', 'when', 'ready']","['Oh', 'I', 'thkin', 'goin', 'yogasana', '10', 'den', 'nd', 'go', '3', 'den', 'rush', 'parco', '4', 'nb', 'Okie', 'lor', 'u', 'call', 'ready']"
2051,ham,Y so late but i need to go n get da laptop...,"['Y', 'so', 'late', 'but', 'i', 'need', 'to', 'go', 'n', 'get', 'da', 'laptop']","['Y', 'late', 'need', 'go', 'n', 'get', 'da', 'laptop']"
2052,ham,"Sir, I am waiting for your mail.","['Sir', 'I', 'am', 'waiting', 'for', 'your', 'mail']","['Sir', 'I', 'waiting', 'mail']"
2053,ham,.Please charge my mobile when you get up in morning.,"['Please', 'charge', 'my', 'mobile', 'when', 'you', 'get', 'up', 'in', 'morning']","['Please', 'charge', 'mobile', 'get', 'morning']"
2054,ham,"Nothing, i got msg frm tht unknown no..","['Nothing', 'i', 'got', 'msg', 'frm', 'tht', 'unknown', 'no']","['Nothing', 'got', 'msg', 'frm', 'tht', 'unknown']"
2055,ham,Ugh fuck it I'm resubbing to eve,"['Ugh', 'fuck', 'it', 'Im', 'resubbing', 'to', 'eve']","['Ugh', 'fuck', 'Im', 'resubbing', 'eve']"
2056,ham,He didn't see his shadow. We get an early spring yay,"['He', 'didnt', 'see', 'his', 'shadow', 'We', 'get', 'an', 'early', 'spring', 'yay']","['He', 'didnt', 'see', 'shadow', 'We', 'get', 'early', 'spring', 'yay']"
2057,ham,I did. One slice and one breadstick. Lol,"['I', 'did', 'One', 'slice', 'and', 'one', 'breadstick', 'Lol']","['I', 'One', 'slice', 'one', 'breadstick', 'Lol']"
2058,ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...","['Hey', 'I', 'want', 'you', 'I', 'crave', 'you', 'I', 'miss', 'you', 'I', 'need', 'you', 'I', 'love', 'you', 'Ahmad', 'Saeed', 'al', 'Hallaq', '']","['Hey', 'I', 'want', 'I', 'crave', 'I', 'miss', 'I', 'need', 'I', 'love', 'Ahmad', 'Saeed', 'al', 'Hallaq', '']"
2059,ham,Is there any training tomorrow?,"['Is', 'there', 'any', 'training', 'tomorrow']","['Is', 'training', 'tomorrow']"
2060,spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","['URGENT', 'Your', 'mobile', 'No', 'WON', 'a', '2000', 'Bonus', 'Caller', 'Prize', 'on', '020603', 'This', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'YOU', 'Call', '09066362220', 'ASAP', 'BOX97N7QP', '150ppm']","['URGENT', 'Your', 'mobile', 'No', 'WON', '2000', 'Bonus', 'Caller', 'Prize', '020603', 'This', '2nd', 'attempt', 'reach', 'YOU', 'Call', '09066362220', 'ASAP', 'BOX97N7QP', '150ppm']"
2061,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,"['Pass', 'dis', 'to', 'all', 'ur', 'contacts', 'n', 'see', 'wat', 'u', 'get', 'Redim', 'in', 'luv', 'wid', 'u', 'Blueu', 'put', 'a', 'smile', 'on', 'my', 'face', 'Purpleu', 'r', 'realy', 'hot', 'Pinku', 'r', 'so', 'swt', 'Orangei', 'thnk', 'i', 'lyk', 'u', 'Greeni', 'realy', 'wana', 'go', 'out', 'wid', 'u', 'Yelowi', 'wnt', 'u', 'bck', 'Blackim', 'jealous', 'of', 'u', 'Browni', 'miss', 'you', 'Nw', 'plz', 'giv', 'me', 'one', 'color']","['Pass', 'dis', 'ur', 'contacts', 'n', 'see', 'wat', 'u', 'get', 'Redim', 'luv', 'wid', 'u', 'Blueu', 'put', 'smile', 'face', 'Purpleu', 'r', 'realy', 'hot', 'Pinku', 'r', 'swt', 'Orangei', 'thnk', 'lyk', 'u', 'Greeni', 'realy', 'wana', 'go', 'wid', 'u', 'Yelowi', 'wnt', 'u', 'bck', 'Blackim', 'jealous', 'u', 'Browni', 'miss', 'Nw', 'plz', 'giv', 'one', 'color']"
2062,ham,Cos daddy arranging time c wat time fetch ü mah...,"['Cos', 'daddy', 'arranging', 'time', 'c', 'wat', 'time', 'fetch', 'ü', 'mah']","['Cos', 'daddy', 'arranging', 'time', 'c', 'wat', 'time', 'fetch', 'ü', 'mah']"
2063,ham,Then. You are eldest know.,"['Then', 'You', 'are', 'eldest', 'know']","['Then', 'You', 'eldest', 'know']"
2064,ham,Who's there say hi to our drugdealer,"['Whos', 'there', 'say', 'hi', 'to', 'our', 'drugdealer']","['Whos', 'say', 'hi', 'drugdealer']"
2065,ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,"['Its', 'hard', 'to', 'believe', 'things', 'like', 'this', 'All', 'can', 'say', 'lie', 'but', 'think', 'twice', 'before', 'saying', 'anything', 'to', 'me']","['Its', 'hard', 'believe', 'things', 'like', 'All', 'say', 'lie', 'think', 'twice', 'saying', 'anything']"
2066,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ","['Eerie', 'Nokia', 'tones', '4u', 'rply', 'TONE', 'TITLE', 'to', '8007', 'eg', 'TONE', 'DRACULA', 'to', '8007', 'Titles', 'GHOST', 'ADDAMSFA', 'MUNSTERS', 'EXORCIST', 'TWILIGHT', 'wwwgetzedcouk', 'POBox36504W45WQ', '150p', '']","['Eerie', 'Nokia', 'tones', '4u', 'rply', 'TONE', 'TITLE', '8007', 'eg', 'TONE', 'DRACULA', '8007', 'Titles', 'GHOST', 'ADDAMSFA', 'MUNSTERS', 'EXORCIST', 'TWILIGHT', 'wwwgetzedcouk', 'POBox36504W45WQ', '150p', '']"
2067,spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,"['Sexy', 'Singles', 'are', 'waiting', 'for', 'you', 'Text', 'your', 'AGE', 'followed', 'by', 'your', 'GENDER', 'as', 'wither', 'M', 'or', 'F', 'EG23F', 'For', 'gay', 'men', 'text', 'your', 'AGE', 'followed', 'by', 'a', 'G', 'eg23G']","['Sexy', 'Singles', 'waiting', 'Text', 'AGE', 'followed', 'GENDER', 'wither', 'M', 'F', 'EG23F', 'For', 'gay', 'men', 'text', 'AGE', 'followed', 'G', 'eg23G']"
2068,ham,Good night my dear.. Sleepwell&amp;Take care,"['Good', 'night', 'my', 'dear', 'SleepwellampTake', 'care']","['Good', 'night', 'dear', 'SleepwellampTake', 'care']"
2069,ham,That is wondarfull song,"['That', 'is', 'wondarfull', 'song']","['That', 'wondarfull', 'song']"
2070,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop","['FreeMsg', 'Claim', 'ur', '250', 'SMS', 'messagesText', 'OK', 'to', '84025', 'nowUse', 'web2mobile', '2', 'ur', 'mates', 'etc', 'Join', 'Txt250com', 'for', '150pwk', 'TC', 'BOX139', 'LA32WU', '16', 'Remove', 'txtX', 'or', 'stop']","['FreeMsg', 'Claim', 'ur', '250', 'SMS', 'messagesText', 'OK', '84025', 'nowUse', 'web2mobile', '2', 'ur', 'mates', 'etc', 'Join', 'Txt250com', '150pwk', 'TC', 'BOX139', 'LA32WU', '16', 'Remove', 'txtX', 'stop']"
2071,ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,"['Yar', 'lor', 'actually', 'we', 'quite', 'fast', 'Cos', 'da', 'ge', 'slow', 'wat', 'Haha']","['Yar', 'lor', 'actually', 'quite', 'fast', 'Cos', 'da', 'ge', 'slow', 'wat', 'Haha']"
2072,ham,Must come later.. I normally bathe him in da afternoon mah..,"['Must', 'come', 'later', 'I', 'normally', 'bathe', 'him', 'in', 'da', 'afternoon', 'mah']","['Must', 'come', 'later', 'I', 'normally', 'bathe', 'da', 'afternoon', 'mah']"
2073,ham,"Trust me. Even if isn't there, its there.","['Trust', 'me', 'Even', 'if', 'isnt', 'there', 'its', 'there']","['Trust', 'Even', 'isnt']"
2074,ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,"['Hey', 'hunonbus', 'goin', '2', 'meet', 'him', 'He', 'wants', '2go', 'out', '4a', 'meal', 'but', 'I', 'donyt', 'feel', 'like', 'it', 'cuz', 'have', '2', 'get', 'last', 'bus', 'homeBut', 'hes', 'sweet', 'latelyxxx']","['Hey', 'hunonbus', 'goin', '2', 'meet', 'He', 'wants', '2go', '4a', 'meal', 'I', 'donyt', 'feel', 'like', 'cuz', '2', 'get', 'last', 'bus', 'homeBut', 'hes', 'sweet', 'latelyxxx']"
2075,spam,85233 FREE>Ringtone!Reply REAL,"['85233', 'FREERingtoneReply', 'REAL']","['85233', 'FREERingtoneReply', 'REAL']"
2076,ham,I can take you at like noon,"['I', 'can', 'take', 'you', 'at', 'like', 'noon']","['I', 'take', 'like', 'noon']"
2077,ham,Where is it. Is there any opening for mca.,"['Where', 'is', 'it', 'Is', 'there', 'any', 'opening', 'for', 'mca']","['Where', 'Is', 'opening', 'mca']"
2078,ham,I'm aight. Wat's happening on your side.,"['Im', 'aight', 'Wats', 'happening', 'on', 'your', 'side']","['Im', 'aight', 'Wats', 'happening', 'side']"
2079,ham,I'm done oredi...,"['Im', 'done', 'oredi']","['Im', 'done', 'oredi']"
2080,ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...","['you', 'are', 'sweet', 'as', 'well', 'princess', 'Please', 'tell', 'me', 'your', 'likes', 'and', 'dislikes', 'in', 'bed']","['sweet', 'well', 'princess', 'Please', 'tell', 'likes', 'dislikes', 'bed']"
2081,ham,How are you. Wish you a great semester,"['How', 'are', 'you', 'Wish', 'you', 'a', 'great', 'semester']","['How', 'Wish', 'great', 'semester']"
2082,ham,Moji i love you more than words. Have a rich day,"['Moji', 'i', 'love', 'you', 'more', 'than', 'words', 'Have', 'a', 'rich', 'day']","['Moji', 'love', 'words', 'Have', 'rich', 'day']"
2083,ham,Dude how do you like the buff wind.,"['Dude', 'how', 'do', 'you', 'like', 'the', 'buff', 'wind']","['Dude', 'like', 'buff', 'wind']"
2084,ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.","['alright', 'babe', 'justthought', 'i', 'd', 'sayhey', 'how', 'u', 'doinnearly', 'the', 'endof', 'me', 'wk', 'offdam', 'nevamindWe', 'will', 'have', '2Hook', 'up', 'sn', 'if', 'uwant', 'm8', 'loveJen', 'x']","['alright', 'babe', 'justthought', 'sayhey', 'u', 'doinnearly', 'endof', 'wk', 'offdam', 'nevamindWe', '2Hook', 'sn', 'uwant', 'm8', 'loveJen', 'x']"
2085,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,"['Well', 'done', 'ENGLAND', 'Get', 'the', 'official', 'poly', 'ringtone', 'or', 'colour', 'flag', 'on', 'yer', 'mobile', 'text', 'TONE', 'or', 'FLAG', 'to', '84199', 'NOW', 'Optout', 'txt', 'ENG', 'STOP', 'Box39822', 'W111WX', '150']","['Well', 'done', 'ENGLAND', 'Get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'TONE', 'FLAG', '84199', 'NOW', 'Optout', 'txt', 'ENG', 'STOP', 'Box39822', 'W111WX', '150']"
2086,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.","['No', 'im', 'not', 'I', 'cant', 'give', 'you', 'everything', 'you', 'want', 'and', 'need', 'You', 'actually', 'could', 'do', 'better', 'for', 'yourself', 'on', 'yor', 'ownyouve', 'got', 'more', 'money', 'than', 'i', 'do', 'I', 'cant', 'get', 'work', 'i', 'cant', 'get', 'a', 'man', 'i', 'cant', 'pay', 'the', 'rent', 'i', 'cant', 'even', 'fill', 'my', 'fucking', 'gas', 'tank', 'yes', 'im', 'stressed', 'and', 'depressed', 'I', 'didnt', 'even', 'call', 'home', 'for', 'thanksgiving', 'cuz', 'ill', 'have', 'to', 'tell', 'them', 'im', 'up', 'to', 'nothing']","['No', 'im', 'I', 'cant', 'give', 'everything', 'want', 'need', 'You', 'actually', 'could', 'better', 'yor', 'ownyouve', 'got', 'money', 'I', 'cant', 'get', 'work', 'cant', 'get', 'man', 'cant', 'pay', 'rent', 'cant', 'even', 'fill', 'fucking', 'gas', 'tank', 'yes', 'im', 'stressed', 'depressed', 'I', 'didnt', 'even', 'call', 'home', 'thanksgiving', 'cuz', 'ill', 'tell', 'im', 'nothing']"
2087,ham,S:-)kallis wont play in first two odi:-),"['Skallis', 'wont', 'play', 'in', 'first', 'two', 'odi']","['Skallis', 'wont', 'play', 'first', 'two', 'odi']"
2088,ham,Then get some cash together and I'll text jason,"['Then', 'get', 'some', 'cash', 'together', 'and', 'Ill', 'text', 'jason']","['Then', 'get', 'cash', 'together', 'Ill', 'text', 'jason']"
2089,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me","['Oh', 'my', 'love', 'its', 'soooo', 'good', 'to', 'hear', 'from', 'you', 'Omg', 'I', 'missed', 'you', 'so', 'much', 'today', 'Im', 'sorry', 'your', 'having', 'problems', 'with', 'the', 'provider', 'but', 'thank', 'you', 'for', 'tming', 'me']","['Oh', 'love', 'soooo', 'good', 'hear', 'Omg', 'I', 'missed', 'much', 'today', 'Im', 'sorry', 'problems', 'provider', 'thank', 'tming']"
2090,spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16","['Final', 'Chance', 'Claim', 'ur', '150', 'worth', 'of', 'discount', 'vouchers', 'today', 'Text', 'YES', 'to', '85023', 'now', 'SavaMob', 'member', 'offers', 'mobile', 'T', 'Cs', 'SavaMob', 'POBOX84', 'M263UZ', '300', 'Subs', '16']","['Final', 'Chance', 'Claim', 'ur', '150', 'worth', 'discount', 'vouchers', 'today', 'Text', 'YES', '85023', 'SavaMob', 'member', 'offers', 'mobile', 'T', 'Cs', 'SavaMob', 'POBOX84', 'M263UZ', '300', 'Subs', '16']"
2091,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,"['PRIVATE', 'Your', '2004', 'Account', 'Statement', 'for', '07742676969', 'shows', '786', 'unredeemed', 'Bonus', 'Points', 'To', 'claim', 'call', '08719180248', 'Identifier', 'Code', '45239', 'Expires']","['PRIVATE', 'Your', '2004', 'Account', 'Statement', '07742676969', 'shows', '786', 'unredeemed', 'Bonus', 'Points', 'To', 'claim', 'call', '08719180248', 'Identifier', 'Code', '45239', 'Expires']"
2092,ham,"Probably, want to pick up more?","['Probably', 'want', 'to', 'pick', 'up', 'more']","['Probably', 'want', 'pick']"
2093,ham,I'm done...,"['Im', 'done']","['Im', 'done']"
2094,ham,Are you the cutest girl in the world or what,"['Are', 'you', 'the', 'cutest', 'girl', 'in', 'the', 'world', 'or', 'what']","['Are', 'cutest', 'girl', 'world']"
2095,ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?","['No', 'dice', 'art', 'class', '6', 'thru', '9', 'thanks', 'though', 'Any', 'idea', 'what', 'time', 'I', 'should', 'come', 'tomorrow']","['No', 'dice', 'art', 'class', '6', 'thru', '9', 'thanks', 'though', 'Any', 'idea', 'time', 'I', 'come', 'tomorrow']"
2096,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","['SMS', 'SERVICES', 'for', 'your', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', 'unsubscribe', 'with', 'STOP', 'no', 'extra', 'charge', 'help08700469649', 'PO', 'BOX420', 'IP4', '5WE']","['SMS', 'SERVICES', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', 'unsubscribe', 'STOP', 'extra', 'charge', 'help08700469649', 'PO', 'BOX420', 'IP4', '5WE']"
2097,ham,Oh Howda gud gud.. Mathe en samachara chikku:-),"['Oh', 'Howda', 'gud', 'gud', 'Mathe', 'en', 'samachara', 'chikku']","['Oh', 'Howda', 'gud', 'gud', 'Mathe', 'en', 'samachara', 'chikku']"
2098,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,"['I', 'thk', '530', 'lor', 'But', 'dunno', 'can', 'get', 'tickets', 'a', 'not', 'Wat', 'u', 'doing', 'now']","['I', 'thk', '530', 'lor', 'But', 'dunno', 'get', 'tickets', 'Wat', 'u']"
2099,ham,Audrie lousy autocorrect,"['Audrie', 'lousy', 'autocorrect']","['Audrie', 'lousy', 'autocorrect']"
2100,ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,"['Its', 'a', 'site', 'to', 'simulate', 'the', 'test', 'It', 'just', 'gives', 'you', 'very', 'tough', 'questions', 'to', 'test', 'your', 'readiness']","['Its', 'site', 'simulate', 'test', 'It', 'gives', 'tough', 'questions', 'test', 'readiness']"
2101,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,"['Anyway', 'seriously', 'hit', 'me', 'up', 'when', 'youre', 'back', 'because', 'otherwise', 'I', 'have', 'to', 'light', 'up', 'with', 'armand', 'and', 'he', 'always', 'has', 'shit', 'andor', 'is', 'vomiting']","['Anyway', 'seriously', 'hit', 'youre', 'back', 'otherwise', 'I', 'light', 'armand', 'always', 'shit', 'andor', 'vomiting']"
2102,ham,I fetch yun or u fetch?,"['I', 'fetch', 'yun', 'or', 'u', 'fetch']","['I', 'fetch', 'yun', 'u', 'fetch']"
2103,ham,Thank you. I like you as well...,"['Thank', 'you', 'I', 'like', 'you', 'as', 'well']","['Thank', 'I', 'like', 'well']"
2104,ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?","['Hmmm', 'And', 'imagine', 'after', 'youve', 'come', 'home', 'from', 'that', 'having', 'to', 'rub', 'my', 'feet', 'make', 'me', 'dinner', 'and', 'help', 'me', 'get', 'ready', 'for', 'my', 'date', 'Are', 'you', 'sure', 'your', 'ready', 'for', 'that', 'kind', 'of', 'life', '']","['Hmmm', 'And', 'imagine', 'youve', 'come', 'home', 'rub', 'feet', 'make', 'dinner', 'help', 'get', 'ready', 'date', 'Are', 'sure', 'ready', 'kind', 'life', '']"
2105,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk","['FREE2DAY', 'sexy', 'St', 'Georges', 'Day', 'pic', 'of', 'JordanTxt', 'PIC', 'to', '89080', 'dont', 'miss', 'out', 'then', 'every', 'wk', 'a', 'saucy', 'celeb4', 'more', 'pics', 'c', 'PocketBabecouk', '0870241182716', '3wk']","['FREE2DAY', 'sexy', 'St', 'Georges', 'Day', 'pic', 'JordanTxt', 'PIC', '89080', 'dont', 'miss', 'every', 'wk', 'saucy', 'celeb4', 'pics', 'c', 'PocketBabecouk', '0870241182716', '3wk']"
2106,ham,Lara said she can loan me  &lt;#&gt; .,"['Lara', 'said', 'she', 'can', 'loan', 'me', 'ltgt', '']","['Lara', 'said', 'loan', 'ltgt', '']"
2107,ham,Do we have any spare power supplies,"['Do', 'we', 'have', 'any', 'spare', 'power', 'supplies']","['Do', 'spare', 'power', 'supplies']"
2108,ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,"['Yar', 'he', 'quite', 'clever', 'but', 'aft', 'many', 'guesses', 'lor', 'He', 'got', 'ask', 'me', '2', 'bring', 'but', 'i', 'thk', 'darren', 'not', 'so', 'willing', '2', 'go', 'Aiya', 'they', 'thk', 'leona', 'still', 'not', 'attach', 'wat']","['Yar', 'quite', 'clever', 'aft', 'many', 'guesses', 'lor', 'He', 'got', 'ask', '2', 'bring', 'thk', 'darren', 'willing', '2', 'go', 'Aiya', 'thk', 'leona', 'still', 'attach', 'wat']"
2109,spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,"['You', 'are', 'a', 'winner', 'you', 'have', 'been', 'specially', 'selected', 'to', 'receive', '1000', 'cash', 'or', 'a', '2000', 'award', 'Speak', 'to', 'a', 'live', 'operator', 'to', 'claim', 'call', '087123002209am7pm', 'Cost', '10p']","['You', 'winner', 'specially', 'selected', 'receive', '1000', 'cash', '2000', 'award', 'Speak', 'live', 'operator', 'claim', 'call', '087123002209am7pm', 'Cost', '10p']"
2110,ham,"Yeah, don't go to bed, I'll be back before midnight","['Yeah', 'dont', 'go', 'to', 'bed', 'Ill', 'be', 'back', 'before', 'midnight']","['Yeah', 'dont', 'go', 'bed', 'Ill', 'back', 'midnight']"
2111,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","['Sunshine', 'Hols', 'To', 'claim', 'ur', 'med', 'holiday', 'send', 'a', 'stamped', 'self', 'address', 'envelope', 'to', 'Drinks', 'on', 'Us', 'UK', 'PO', 'Box', '113', 'Bray', 'Wicklow', 'Eire', 'Quiz', 'Starts', 'Saturday', 'Unsub', 'Stop']","['Sunshine', 'Hols', 'To', 'claim', 'ur', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'Drinks', 'Us', 'UK', 'PO', 'Box', '113', 'Bray', 'Wicklow', 'Eire', 'Quiz', 'Starts', 'Saturday', 'Unsub', 'Stop']"
2112,ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,"['Well', 'I', 'wasnt', 'available', 'as', 'I', 'washob', 'nobbing', 'with', 'last', 'night', 'so', 'they', 'had', 'to', 'ask', 'Nickey', 'Platt', 'instead', 'of', 'me']","['Well', 'I', 'wasnt', 'available', 'I', 'washob', 'nobbing', 'last', 'night', 'ask', 'Nickey', 'Platt', 'instead']"
2113,ham,"It's that time of the week again, ryan","['Its', 'that', 'time', 'of', 'the', 'week', 'again', 'ryan']","['Its', 'time', 'week', 'ryan']"
2114,ham,Wish u many many returns of the day.. Happy birthday vikky..,"['Wish', 'u', 'many', 'many', 'returns', 'of', 'the', 'day', 'Happy', 'birthday', 'vikky']","['Wish', 'u', 'many', 'many', 'returns', 'day', 'Happy', 'birthday', 'vikky']"
2115,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","['U', 'can', 'WIN', '100', 'of', 'Music', 'Gift', 'Vouchers', 'every', 'week', 'starting', 'NOW', 'Txt', 'the', 'word', 'DRAW', 'to', '87066', 'TsCs', 'wwwIdewcom', 'SkillGame', '1Winaweek', 'age16', '150ppermessSubscription']","['U', 'WIN', '100', 'Music', 'Gift', 'Vouchers', 'every', 'week', 'starting', 'NOW', 'Txt', 'word', 'DRAW', '87066', 'TsCs', 'wwwIdewcom', 'SkillGame', '1Winaweek', 'age16', '150ppermessSubscription']"
2116,ham,I hope you know I'm still mad at you.,"['I', 'hope', 'you', 'know', 'Im', 'still', 'mad', 'at', 'you']","['I', 'hope', 'know', 'Im', 'still', 'mad']"
2117,ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at","['Argh', 'my', '3g', 'is', 'spotty', 'anyway', 'the', 'only', 'thing', 'I', 'remember', 'from', 'the', 'research', 'we', 'did', 'was', 'that', 'province', 'and', 'sterling', 'were', 'the', 'only', 'problemfree', 'places', 'we', 'looked', 'at']","['Argh', '3g', 'spotty', 'anyway', 'thing', 'I', 'remember', 'research', 'province', 'sterling', 'problemfree', 'places', 'looked']"
2118,ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),"['In', 'xam', 'hall', 'boy', 'asked', 'girl', 'Tell', 'me', 'the', 'starting', 'term', 'for', 'dis', 'answer', 'I', 'can', 'den', 'manage', 'on', 'my', 'own', 'After', 'lot', 'of', 'hesitation', 'n', 'lookin', 'around', 'silently', 'she', 'said', 'THE', 'intha', 'ponnungale', 'ipaditan']","['In', 'xam', 'hall', 'boy', 'asked', 'girl', 'Tell', 'starting', 'term', 'dis', 'answer', 'I', 'den', 'manage', 'After', 'lot', 'hesitation', 'n', 'lookin', 'around', 'silently', 'said', 'THE', 'intha', 'ponnungale', 'ipaditan']"
2119,ham,Do you know when the result.,"['Do', 'you', 'know', 'when', 'the', 'result']","['Do', 'know', 'result']"
